position,hand_rank_tuple,wins,total_matchups,win_rate
front,"(6, 9, 6)",1,1,0.893
front,"(6, 9, 7)",1,1,0.893
front,"(6, 9, 8)",1,1,0.893
front,"(6, 8, 2)",1,1,0.884
front,"(6, 8, 3)",1,1,0.884
front,"(6, 8, 4)",1,1,0.884
front,"(6, 8, 5)",1,1,0.884
front,"(6, 8, 6)",1,1,0.884
front,"(6, 8, 7)",1,1,0.884
front,"(6, 7, 2)",1,1,0.875
front,"(6, 7, 3)",1,1,0.875
front,"(6, 7, 4)",1,1,0.875
front,"(6, 7, 5)",1,1,0.875
front,"(6, 7, 6)",1,1,0.875
front,"(6, 6, 2)",1,1,0.866
front,"(6, 6, 3)",1,1,0.866
front,"(6, 6, 4)",1,1,0.866
front,"(6, 6, 5)",1,1,0.866
front,"(6, 5, 2)",1,1,0.857
front,"(6, 5, 3)",1,1,0.857
front,"(6, 5, 4)",1,1,0.857
front,"(6, 4, 2)",1,1,0.848
front,"(6, 4, 3)",1,1,0.848
front,"(6, 3, 2)",1,1,0.839
front,"(5, 14, 13)",1,1,0.724
front,"(5, 14, 5)",1,1,0.724
front,"(5, 13, 12)",1,1,0.708
front,"(5, 12, 11)",1,1,0.692
front,"(5, 11, 10)",1,1,0.676
front,"(5, 10, 9)",1,1,0.660
front,"(5, 9, 8)",1,1,0.644
front,"(5, 8, 7)",1,1,0.628
front,"(5, 7, 6)",1,1,0.612
front,"(5, 6, 5)",1,1,0.596
front,"(5, 5, 4)",1,1,0.580
front,"(4, 14)",1,1,0.570
front,"(4, 13)",1,1,0.560
front,"(4, 12)",1,1,0.550
front,"(4, 11)",1,1,0.540
front,"(4, 10)",1,1,0.530
front,"(4, 9)",1,1,0.520
front,"(4, 8)",1,1,0.510
front,"(4, 7)",1,1,0.500
front,"(4, 6)",1,1,0.490
front,"(4, 5)",1,1,0.480
front,"(4, 4)",1,1,0.470
front,"(4, 3)",1,1,0.460
front,"(4, 2)",1,1,0.450
front,"(2, 14, 13)",1,1,0.348
front,"(2, 14, 12)",1,1,0.348
front,"(2, 14, 11)",1,1,0.348
front,"(2, 14, 10)",1,1,0.348
front,"(2, 14, 9)",1,1,0.348
front,"(2, 14, 8)",1,1,0.348
front,"(2, 14, 7)",1,1,0.348
front,"(2, 14, 6)",1,1,0.348
front,"(2, 14, 5)",1,1,0.348
front,"(2, 14, 4)",1,1,0.348
front,"(2, 14, 3)",1,1,0.348
front,"(2, 14, 2)",1,1,0.348
front,"(2, 13, 14)",1,1,0.334
front,"(2, 13, 12)",1,1,0.334
front,"(2, 13, 11)",1,1,0.334
front,"(2, 13, 10)",1,1,0.334
front,"(2, 13, 9)",1,1,0.334
